Time_sec,Car_ID,sigAcc,sigFollowing,sigFrameId,sigGlobalX,sigGlobalY,sigLocalX,sigLocalY,sigPreceding,sigSpaceHeadway,sigTimeHeadway,sigTotalFrames,sigVel,v_Length,v_Width,v_Class,Lane_ID
17.0,17.0,0.0,16.0,13.0,300.00510439448,148.12299258958,0.0,427.2537052321,-1.0,-1.0,-1.0,100.0,35.0,5.0,1.8,1.0,25.0
17.0,21.0,-0.5,-1.0,9.0,154.68062528763,29.991485092488,0.0,2.0109804660374,-1.0,-1.0,-1.0,100.0,5.697297738467,5.0,1.8,1.0,31.0
17.0,23.0,0.060599852782336,-1.0,2.0,160.08102712544,40.229346361324,0.0,14.960599852782,9.0,128.93416547496,25.991648046887,100.0,4.9605998527823,5.0,1.8,1.0,1.0
18.0,1.0,-0.5,-1.0,12.0,150.64322125267,30.240606088277,0.0,15.506328119822,-1.0,-1.0,-1.0,100.0,3.4108828362077,5.0,1.8,1.0,19.0
18.0,4.0,0.0,-1.0,16.0,159.30941464285,-25.455798497398,0.0,26.867872139509,14.0,140.72989480761,-1.0,100.0,0.0,5.0,1.8,1.0,27.0
18.0,5.0,0.0,-1.0,11.0,124.63721013617,14.138643501497,0.0,189.29437621376,-1.0,-1.0,-1.0,100.0,35.0,5.0,1.8,1.0,19.0
18.0,12.0,0.0,10.0,17.0,164.4582098197,-17.34937376084,0.0,52.656392944069,-1.0,-1.0,-1.0,100.0,0.0,5.0,1.8,1.0,1.0
18.0,14.0,0.0,4.0,17.0,199.81683637967,-18.35392288921,0.0,15.877766947122,3.0,76.622233052878,-1.0,100.0,0.0,5.0,1.8,1.0,4.0
18.0,16.0,0.0,-1.0,17.0,312.70480958366,148.11088225405,0.0,29.408468415099,17.0,425.345236817,-1.0,100.0,0.0,5.0,1.8,1.0,25.0
18.0,17.0,0.0,16.0,14.0,298.90400439448,148.12404258958,0.0,462.2537052321,-1.0,-1.0,-1.0,100.0,35.0,5.0,1.8,1.0,25.0
18.0,21.0,-0.5,-1.0,10.0,154.11551216433,29.377334461782,0.0,7.2082782045044,-1.0,-1.0,-1.0,100.0,5.197297738467,5.0,1.8,1.0,31.0
18.0,23.0,-0.1,-1.0,3.0,159.33439589829,39.870749284486,0.0,19.821199705565,9.0,131.68355260691,27.092037319535,100.0,4.8605998527823,5.0,1.8,1.0,1.0
19.0,1.0,-0.5,-1.0,13.0,150.31542224112,29.846791998011,0.0,18.41721095603,-1.0,-1.0,-1.0,100.0,2.9108828362077,5.0,1.8,1.0,19.0
19.0,4.0,0.0,-1.0,17.0,159.30941464285,-25.455798497398,0.0,26.867872139509,14.0,140.72989480761,-1.0,100.0,0.0,5.0,1.8,1.0,27.0
19.0,5.0,0.0,-1.0,12.0,123.83687680284,14.138410168164,0.0,224.29437621376,-1.0,-1.0,-1.0,100.0,35.0,5.0,1.8,1.0,19.0
19.0,12.0,0.0,10.0,18.0,164.4582098197,-17.34937376084,0.0,52.656392944069,-1.0,-1.0,-1.0,100.0,0.0,5.0,1.8,1.0,1.0
19.0,14.0,0.0,4.0,18.0,199.81683637967,-18.35392288921,0.0,15.877766947122,11.0,76.622233052878,-1.0,100.0,0.0,5.0,1.8,1.0,4.0
19.0,16.0,0.0,-1.0,18.0,312.70480958366,148.11088225405,0.0,29.408468415099,17.0,460.345236817,-1.0,100.0,0.0,5.0,1.8,1.0,25.0
19.0,17.0,0.0,16.0,15.0,297.80290439448,148.12509258958,0.0,497.2537052321,-1.0,-1.0,-1.0,100.0,35.0,5.0,1.8,1.0,25.0
19.0,21.0,-0.5,-1.0,11.0,153.62099849148,28.809068538917,0.0,11.905575942971,-1.0,-1.0,-1.0,100.0,4.697297738467,5.0,1.8,1.0,31.0
19.0,23.0,-0.1,-1.0,4.0,158.60313492732,39.519534337853,0.0,24.581799558347,9.0,134.14379181521,28.177917901839,100.0,4.7605998527823,5.0,1.8,1.0,1.0
20.0,1.0,-0.5,-1.0,14.0,150.04568762858,29.520288577014,0.0,20.828093792237,-1.0,-1.0,-1.0,100.0,2.4108828362077,5.0,1.8,1.0,19.0
20.0,4.0,0.0,-1.0,18.0,159.30941464285,-25.455798497398,0.0,26.867872139509,14.0,140.72989480761,-1.0,100.0,0.0,5.0,1.8,1.0,27.0
20.0,5.0,0.0,-1.0,13.0,123.0365434695,14.138176834831,0.0,259.29437621376,-1.0,-1.0,-1.0,100.0,35.0,5.0,1.8,1.0,19.0
20.0,12.0,0.0,10.0,19.0,164.4582098197,-17.34937376084,0.0,52.656392944069,-1.0,-1.0,-1.0,100.0,0.0,5.0,1.8,1.0,1.0
20.0,14.0,0.0,4.0,19.0,199.81683637967,-18.35392288921,0.0,15.877766947122,13.0,110.13127565686,-1.0,100.0,0.0,5.0,1.8,1.0,4.0
20.0,16.0,0.0,-1.0,19.0,312.70480958366,148.11088225405,0.0,29.408468415099,17.0,495.345236817,-1.0,100.0,0.0,5.0,1.8,1.0,25.0
20.0,17.0,0.0,16.0,16.0,296.70180439448,148.12614258958,0.0,532.2537052321,-1.0,-1.0,-1.0,100.0,35.0,5.0,1.8,1.0,25.0
20.0,21.0,-0.5,-1.0,12.0,153.18876017519,28.293229032208,0.0,16.102873681438,-1.0,-1.0,-1.0,100.0,4.197297738467,5.0,1.8,1.0,31.0
20.0,23.0,-0.1,13.0,5.0,157.88995739937,39.170118013969,0.0,29.242399411129,9.0,136.76948607215,29.345897608116,100.0,4.6605998527823,5.0,1.8,1.0,1.0
21.0,1.0,-0.5,-1.0,15.0,149.83680616056,29.258820307928,0.0,22.738976628445,-1.0,-1.0,-1.0,100.0,1.9108828362077,5.0,1.8,1.0,19.0
21.0,4.0,0.0,-1.0,19.0,159.30941464285,-25.455798497398,0.0,26.867872139509,14.0,140.72989480761,-1.0,100.0,0.0,5.0,1.8,1.0,27.0
21.0,5.0,0.0,23.0,14.0,122.23621013617,14.137943501497,0.0,294.29437621376,-1.0,-1.0,-1.0,100.0,35.0,5.0,1.8,1.0,19.0
21.0,12.0,0.0,10.0,20.0,164.4582098197,-17.34937376084,0.0,52.656392944069,-1.0,-1.0,-1.0,100.0,0.0,5.0,1.8,1.0,1.0
21.0,14.0,0.0,4.0,20.0,199.81683637967,-18.35392288921,0.0,15.877766947122,13.0,122.39738596145,-1.0,100.0,0.0,5.0,1.8,1.0,4.0
21.0,16.0,0.0,-1.0,20.0,312.70480958366,148.11088225405,0.0,29.408468415099,17.0,530.345236817,-1.0,100.0,0.0,5.0,1.8,1.0,25.0
21.0,17.0,0.0,16.0,17.0,295.60070439448,148.12719258958,0.0,567.2537052321,-1.0,-1.0,-1.0,100.0,35.0,5.0,1.8,1.0,25.0
21.0,21.0,-0.5,-1.0,13.0,152.80783596967,27.839481081525,0.0,19.800171419905,-1.0,-1.0,-1.0,100.0,3.697297738467,5.0,1.8,1.0,31.0
21.0,23.0,0.25244654786843,13.0,6.0,157.13705775593,38.799886729998,0.0,34.15544581178,5.0,422.93893040198,86.084863832337,100.0,4.9130464006508,5.0,1.8,1.0,1.0
22.0,1.0,-0.5,-1.0,16.0,149.68336099343,29.066809053522,0.0,24.149859464653,-1.0,-1.0,-1.0,100.0,1.4108828362077,5.0,1.8,1.0,19.0
22.0,4.0,0.0,-1.0,20.0,159.30941464285,-25.455798497398,0.0,26.867872139509,14.0,140.72989480761,-1.0,100.0,0.0,5.0,1.8,1.0,27.0
